Date,Team,name_clean,Status,InjuryCategory
1995-04-07,Magic,Wayne Rollins,Relinquished,Back
1995-04-08,Sonics,Rich King,Relinquished,Knee
1995-04-11,Lakers,Kurt Rambis,Relinquished,Back
1995-04-14,Nuggets,Mark Randall,Relinquished,Knee
1995-04-15,Nets,Benoit Benjamin,Relinquished,Back
1995-04-15,Sonics,Dontonio Wingfield,Relinquished,Back
1995-04-17,Bulls,Corie Blount,Relinquished,Back
1995-04-17,Magic,Brooks Thompson,Relinquished,Back
1995-04-18,Warriors,Victor Alexander,Relinquished,Ankle/Foot
1995-04-19,Hawks,Stacey Augmon,Relinquished,Ankle/Foot
1995-04-20,Hornets,Michael Adams,Relinquished,Muscular
1995-04-20,Kings,Bobby Hurley,Relinquished,Back
1995-04-21,Knicks,Derek Harper,Relinquished,Ankle/Foot
1995-04-22,Rockets,Carl Herrera,Relinquished,Arm/Hand
1995-10-31,Bucks,Kevin Duckworth,Relinquished,Knee
1995-10-31,Cavaliers,Antonio Lang,Relinquished,Knee
1995-10-31,Cavaliers,Brad Daugherty,Relinquished,Back
1995-10-31,Cavaliers,Joe Courtney,Relinquished,Muscular
1995-10-31,Sonics,Nate Mcmillan,Relinquished,Ankle/Foot
1995-10-31,Suns,John Coker,Relinquished,Ankle/Foot
1995-10-31,Suns,Mario Bennett,Relinquished,Knee
1995-11-01,Warriors,Andrew Declercq,Relinquished,Ankle/Foot
1995-11-02,Blazers,Bill Curley,Relinquished,Ankle/Foot
1995-11-02,Blazers,Buck Williams,Relinquished,Arm/Hand
1995-11-02,Bullets,Chris Webber,Relinquished,Arm/Hand
1995-11-02,Bulls,Jack Haley,Relinquished,Knee
1995-11-02,Bulls,James Edwards,Relinquished,Back
1995-11-02,Celtics,Pervis Ellison,Relinquished,Knee
1995-11-02,Clippers,Jerome Richardson,Relinquished,Ankle/Foot
1995-11-02,Grizzlies,Gerald Wilkins,Relinquished,Back
1995-11-02,Hawks,Blair Rasmussen,Relinquished,Back
1995-11-02,Heat,Rex Chapman,Relinquished,Ankle/Foot
1995-11-02,Heat,Ron Grandison,Relinquished,Arm/Hand
1995-11-02,Hornets,Leron Ellis,Relinquished,Knee
1995-11-02,Hornets,Scott Burrell,Relinquished,Ankle/Foot
1995-11-02,Hornets,Tyrone Bogues,Relinquished,Knee
1995-11-02,Jazz,Felton Spencer,Relinquished,Ankle/Foot
1995-11-02,Jazz,James Donaldson,Relinquished,Muscular
1995-11-02,Kings,Clint Mcdaniel,Relinquished,Knee
1995-11-02,Kings,Corliss Williamson,Relinquished,Back
1995-11-02,Lakers,Eddie Jones,Relinquished,Arm/Hand
1995-11-02,Magic,Darrell Armstrong,Relinquished,Ankle/Foot
1995-11-02,Magic,Shaquille O'Neal,Relinquished,Arm/Hand
1995-11-02,Mavericks,Donald Hodge,Relinquished,Arm/Hand
1995-11-02,Nets,Robert Werdann,Relinquished,Ankle/Foot
1995-11-02,Nets,Sean Higgins,Relinquished,Arm/Hand
1995-11-02,Nuggets,Laphonso Ellis,Relinquished,Knee
1995-11-02,Nuggets,Rastko Cvetkovic,Relinquished,Ankle/Foot
1995-11-02,Pacers,Derrick Mckey,Relinquished,Muscular
1995-11-02,Pacers,Rik Smits,Relinquished,Ankle/Foot
1995-11-02,Pacers,Scott Haskin,Relinquished,Back
1995-11-02,Pistons,Rodney Zimmerman,Relinquished,Arm/Hand
1995-11-02,Pistons,Stephen Bardo,Relinquished,Knee
1995-11-02,Raptors,Tony Massenburg,Relinquished,Ankle/Foot
1995-11-02,Raptors,Vincenzo Esposito,Relinquished,Muscular
1995-11-02,Rockets,Mark Bryant,Relinquished,Muscular
1995-11-02,Spurs,Carl Herrera,Relinquished,Muscular
1995-11-02,Timberwolves,Eric Riley,Relinquished,Knee
1995-11-08,Bullets,Mark Price,Relinquished,Ankle/Foot
1995-11-08,Celtics,Doug Smith,Relinquished,Arm/Hand
1995-11-08,Knicks,Anthony Tucker,Relinquished,Back
1995-11-09,Magic,Jeff Turner,Relinquished,Knee
1995-11-11,Raptors,Victor Alexander,Relinquished,Ankle/Foot
1995-11-14,Bulls,Dennis Rodman,Relinquished,Muscular
1995-11-14,Spurs,Dell Demps,Relinquished,Back
1995-11-14,Timberwolves,Christian Laettner,Relinquished,Ankle/Foot
1995-11-15,Celtics,Dee Brown,Relinquished,Knee
1995-11-15,Heat,Stacey King,Relinquished,Ankle/Foot
1995-11-16,Pacers,Duane Ferrell,Relinquished,Back
1995-11-21,Jazz,Greg Ostertag,Relinquished,Arm/Hand
1995-11-21,Pistons,Joe Dumars,Relinquished,Muscular
1995-11-21,Sonics,Steve Scheffler,Relinquished,Back
1995-11-22,Hornets,Michael Adams,Relinquished,Muscular
1995-11-22,Magic,Brooks Thompson,Relinquished,Back
1995-11-24,Lakers,Frankie King,Relinquished,Back
1995-11-25,Timberwolves,Eric Riley,Relinquished,Knee
1995-11-27,Blazers,Harvey Grant,Relinquished,Ankle/Foot
1995-11-27,Grizzlies,Ashraf Amaya,Relinquished,Knee
1995-11-30,Clippers,Stanley Roberts,Relinquished,Ankle/Foot
1995-11-30,Nets,Gerald Glass,Relinquished,Ankle/Foot
1995-11-30,Nets,Rick Mahorn,Relinquished,Back
1995-11-30,Pistons,Mark Macon,Relinquished,Arm/Hand
1995-12-01,Celtics,Eric Montross,Relinquished,Muscular
1995-12-02,Pacers,Adrian Caldwell,Relinquished,Knee
1995-12-02,Pacers,Fred Hoiberg,Relinquished,Back
1995-12-02,Spurs,Cory Alexander,Relinquished,Ankle/Foot
1995-12-03,76ers,Derrick Alston Sr.,Relinquished,Arm/Hand
1995-12-05,Clippers,Rodney Rogers,Relinquished,Ankle/Foot
1995-12-05,Sonics,Nate Mcmillan,Relinquished,Back
1995-12-06,Bulls,Jason Caffey,Relinquished,Knee
1995-12-06,Hawks,Alan Henderson,Relinquished,Back
1995-12-06,Jazz,Jamie Watson,Relinquished,Ankle/Foot
1995-12-07,76ers,Sean Higgins,Relinquished,Arm/Hand
1995-12-10,Grizzlies,Antonio Harvey,Relinquished,Back
1995-12-10,Kings,Byron Houston,Relinquished,Ankle/Foot
1995-12-11,76ers,Richard Dumas,Relinquished,Knee
1995-12-11,Bullets,Ed Stokes,Relinquished,Ankle/Foot
1995-12-12,76ers,Scott Williams,Relinquished,Knee
1995-12-12,Mavericks,Jamal Mashburn,Relinquished,Knee
1995-12-13,Heat,Alonzo Mourning,Relinquished,Ankle/Foot
1995-12-15,Grizzlies,Kenny Gattison,Relinquished,Knee
1995-12-16,Pacers,Dwayne Schintzius,Relinquished,Arm/Hand
1995-12-16,Spurs,Brad Lohaus,Relinquished,Illness
1995-12-18,Bulls,James Edwards,Relinquished,Muscular
1995-12-18,Pistons,Stephen Bardo,Relinquished,Knee
1995-12-19,Heat,Predrag Danilovic,Relinquished,Arm/Hand
1995-12-21,Celtics,Eric Williams,Relinquished,Ankle/Foot
1995-12-22,Raptors,Vincenzo Esposito,Relinquished,Muscular
1995-12-23,Hornets,Khalid Reeves,Relinquished,Ankle/Foot
1995-12-23,Spurs,Dell Demps,Relinquished,Back
1995-12-26,Grizzlies,Ashraf Amaya,Relinquished,Knee
1995-12-29,Heat,Ron Grandison,Relinquished,Arm/Hand
1996-01-02,Pacers,Travis Best,Relinquished,Ankle/Foot
1996-01-03,Hornets,Scott Burrell,Relinquished,Arm/Hand
1996-01-03,Kings,Michael Smith,Relinquished,Arm/Hand
1996-01-05,Bullets,Calbert Cheaney,Relinquished,Ankle/Foot
1996-01-05,Celtics,Alton Lister,Relinquished,Muscular
1996-01-06,Hawks,Ken Norman,Relinquished,Back
1996-01-06,Heat,Stacey King,Relinquished,Ankle/Foot
1996-01-08,Spurs,J.R. Reid,Relinquished,Ankle/Foot
1996-01-09,Blazers,Randolph Childress,Relinquished,Arm/Hand
1996-01-10,Mavericks,Lucious Harris,Relinquished,Arm/Hand
1996-01-12,Magic,Horace Grant,Relinquished,Ankle/Foot
1996-01-15,Nets,Kevin Edwards,Relinquished,Knee
1996-01-16,Bullets,Ledell Eackles,Relinquished,Ankle/Foot
1996-01-17,Celtics,Eric Williams,Relinquished,Ankle/Foot
1996-01-18,Grizzlies,Rich Manning,Relinquished,Ankle/Foot
1996-01-19,Clippers,Malik Sealy,Relinquished,Arm/Hand
1996-01-20,Magic,Jon Koncak,Relinquished,Muscular
1996-01-20,Rockets,Mario Elie,Relinquished,Arm/Hand
1996-01-23,Kings,Byron Houston,Relinquished,Back
1996-01-23,Nets,Khalid Reeves,Relinquished,Ankle/Foot
1996-01-24,Sonics,Steve Scheffler,Relinquished,Knee
1996-01-26,Celtics,Doug Smith,Relinquished,Knee
1996-01-26,Pacers,Fred Hoiberg,Relinquished,Back
1996-01-27,Cavaliers,Joe Courtney,Relinquished,Arm/Hand
1996-01-29,Lakers,Fred Roberts,Relinquished,Back
1996-01-31,Pistons,Mark Macon,Relinquished,Arm/Hand
1996-01-31,Spurs,Dell Demps,Relinquished,Back
1996-02-01,Bulls,Luc Longley,Relinquished,Knee
1996-02-01,Kings,Sarunas Marciulionis,Relinquished,Knee
1996-02-02,Bullets,Chris Webber,Relinquished,Arm/Hand
1996-02-02,Bullets,Mark Price,Relinquished,Ankle/Foot
1996-02-03,Magic,Jeff Turner,Relinquished,Knee
1996-02-12,Hornets,Michael Adams,Relinquished,Muscular
1996-02-16,Hornets,Gerald Glass,Relinquished,Ankle/Foot
1996-02-16,Knicks,Charles Oakley,Relinquished,Arm/Hand
1996-02-16,Nets,Kendall Gill,Relinquished,Arm/Hand
1996-02-19,Raptors,Acie Earl,Relinquished,Back
1996-02-20,Bulls,James Edwards,Relinquished,Knee
1996-02-21,Kings,Michael Smith,Relinquished,Ankle/Foot
1996-02-21,Pacers,Duane Ferrell,Relinquished,Back
1996-02-22,76ers,Richard Dumas,Relinquished,Knee
1996-02-22,Grizzlies,Eric Mobley,Relinquished,Knee
1996-02-22,Hornets,Tyrone Bogues,Relinquished,Knee
1996-02-22,Rockets,Charles Jones,Relinquished,Back
1996-02-23,Raptors,Dwayne Whitfield,Relinquished,Knee
1996-02-23,Timberwolves,Jerome Allen,Relinquished,Knee
1996-02-24,Rockets,Clyde Drexler,Relinquished,Knee
1996-02-24,Sonics,Sherell Ford,Relinquished,Knee
1996-02-25,Grizzlies,Jeff Turner,Relinquished,Knee
1996-02-25,Knicks,Victor Alexander,Relinquished,Ankle/Foot
1996-02-28,Celtics,Dee Brown,Relinquished,Ankle/Foot
1996-02-28,Kings,Clint Mcdaniel,Relinquished,Back
1996-02-29,Kings,Byron Houston,Relinquished,Ankle/Foot
1996-03-01,Celtics,Dino Radja,Relinquished,Ankle/Foot
1996-03-01,Suns,Terrence Rencher,Relinquished,Ankle/Foot
1996-03-02,Sonics,Nate Mcmillan,Relinquished,Knee
1996-03-03,Heat,Jeff Malone,Relinquished,Knee
1996-03-04,Bulls,Bill Wennington,Relinquished,Ankle/Foot
1996-03-04,Kings,Sarunas Marciulionis,Relinquished,Muscular
1996-03-04,Raptors,Dwayne Whitfield,Relinquished,Knee
1996-03-05,Clippers,Keith Tower,Relinquished,Back
1996-03-05,Rockets,Sam Cassell,Relinquished,Arm/Hand
1996-03-06,76ers,Derrick Coleman,Relinquished,Ankle/Foot
1996-03-06,Timberwolves,Sam Mitchell,Relinquished,Ankle/Foot
1996-03-07,Hornets,Kenny Anderson,Relinquished,Ankle/Foot
1996-03-08,Hornets,Tyrone Bogues,Relinquished,Knee
1996-03-08,Suns,Wayman Tisdale,Relinquished,Arm/Hand
1996-03-09,Magic,Brian Shaw,Relinquished,Arm/Hand
1996-03-10,Bulls,Dickey Simpkins,Relinquished,Back
1996-03-15,Cavaliers,Harold Miner,Relinquished,Knee
1996-03-15,Raptors,Alvin Robertson,Relinquished,Ankle/Foot
1996-03-15,Sonics,Vincent Askew,Relinquished,Muscular
1996-03-16,Bulls,Jason Caffey,Relinquished,Back
1996-03-17,Celtics,Doug Smith,Relinquished,Ankle/Foot
1996-03-19,Bulls,James Edwards,Relinquished,Ankle/Foot
1996-03-20,Timberwolves,Andrew Lang,Relinquished,Muscular
1996-03-21,Warriors,Rony Seikaly,Relinquished,Arm/Hand
1996-03-22,Celtics,Eric Montross,Relinquished,Ankle/Foot
1996-03-22,Kings,Clint Mcdaniel,Relinquished,Knee
1996-03-22,Raptors,Sharone Wright,Relinquished,Back
1996-03-22,Timberwolves,Doug West,Relinquished,Ankle/Foot
1996-03-23,Pacers,Eddie Johnson,Relinquished,Knee
1996-03-27,Bullets,Rasheed Wallace,Relinquished,Arm/Hand
1996-03-28,Bulls,Luc Longley,Relinquished,Knee
1996-03-28,Grizzlies,Doug Edwards,Relinquished,Ankle/Foot
1996-03-28,Nuggets,Mahmoud Abdul Rauf,Relinquished,Ankle/Foot
1996-03-29,Suns,John Coker,Relinquished,Ankle/Foot
1996-04-02,Sonics,Sherell Ford,Relinquished,Muscular
1996-04-02,Spurs,Dell Demps,Relinquished,Back
1996-04-02,Timberwolves,Darrick Martin,Relinquished,Arm/Hand
1996-04-05,Bulls,John Salley,Relinquished,Muscular
1996-04-05,Rockets,Melvin Booker,Relinquished,Back
1996-04-05,Rockets,Tracy Moore,Relinquished,Back
1996-04-08,Raptors,Carlos Rogers,Relinquished,Muscular
1996-04-12,Clippers,Brian Williams,Relinquished,Knee
1996-04-12,Magic,Jon Koncak,Relinquished,Ankle/Foot
1996-04-12,Pacers,Dwayne Schintzius,Relinquished,Ankle/Foot
1996-04-12,Rockets,Tim Breaux,Relinquished,Knee
1996-04-14,Bulls,Jason Caffey,Relinquished,Knee
1996-04-15,Magic,David Vaughn,Relinquished,Knee
1996-04-16,Cavaliers,Darryl Johnson,Relinquished,Back
1996-04-16,Lakers,Anthony Miller,Relinquished,Knee
1996-04-17,Bulls,Bill Wennington,Relinquished,Muscular
1996-04-19,Bulls,Ron Harper,Relinquished,Ankle/Foot
1996-04-19,Sonics,Frank Brickowski,Relinquished,Arm/Hand
1996-04-20,Heat,Chris Gatling,Relinquished,Knee
1996-04-20,Rockets,Robert Horry,Relinquished,Ankle/Foot
1996-04-21,Pacers,Rik Smits,Relinquished,Ankle/Foot
1996-04-21,Rockets,Clyde Drexler,Relinquished,Knee
1996-09-11,Pacers,Rik Smits,Relinquished,Surgery
1996-10-30,Blazers,Aleksandar Djordjevic,Relinquished,Ankle/Foot
1996-10-30,Blazers,Jermaine O'Neal,Relinquished,Knee
1996-10-30,Blazers,Marcus Brown,Relinquished,Muscular
1996-10-30,Spurs,Chuck Person,Relinquished,Back
1996-10-30,Spurs,David Robinson,Relinquished,Back
1996-10-31,Bucks,Keith Tower,Relinquished,Arm/Hand
1996-10-31,Bucks,Martyn Norris,Relinquished,Muscular
1996-10-31,Bullets,Gheorghe Muresan,Relinquished,Back
1996-10-31,Bullets,Tim Legler,Relinquished,Knee
1996-10-31,Bulls,Jason Caffey,Relinquished,Back
1996-10-31,Bulls,Thomas Hamilton,Relinquished,Muscular
1996-10-31,Cavaliers,Shawnelle Scott,Relinquished,Knee
1996-10-31,Cavaliers,Zydrunas Ilgauskas,Relinquished,Ankle/Foot
1996-10-31,Celtics,Dee Brown,Relinquished,Back
1996-10-31,Celtics,Greg Minor,Relinquished,Ankle/Foot
1996-10-31,Celtics,Steve Hamer,Relinquished,Knee
1996-10-31,Clippers,Brent Barry,Relinquished,Arm/Hand
1996-10-31,Clippers,Dwayne Schintzius,Relinquished,Ankle/Foot
1996-10-31,Grizzlies,Chris Robinson,Relinquished,Muscular
1996-10-31,Heat,James Scott,Relinquished,Surgery
1996-10-31,Heat,Martin Muursepp,Relinquished,Knee
1996-10-31,Heat,Tony Farmer,Relinquished,Muscular
1996-10-31,Hornets,Carlos Strong,Relinquished,Back
1996-10-31,Hornets,Rafael Addison,Relinquished,Muscular
1996-10-31,Jazz,Jamie Watson,Relinquished,Ankle/Foot
1996-10-31,Kings,Kevin Salvadori,Relinquished,Ankle/Foot
1996-10-31,Knicks,Dontae' Jones,Relinquished,Ankle/Foot
1996-10-31,Knicks,Eric Leckner,Relinquished,Ankle/Foot
1996-10-31,Lakers,Jerome Kersey,Relinquished,Ankle/Foot
1996-10-31,Lakers,Trevor Wilson,Relinquished,Knee
1996-10-31,Magic,Amal Mccaskill,Relinquished,Knee
1996-10-31,Magic,Brian Evans,Relinquished,Arm/Hand
1996-10-31,Magic,Jon Koncak,Relinquished,Knee
1996-10-31,Mavericks,Samaki Walker,Relinquished,Muscular
1996-10-31,Nets,David Benoit,Relinquished,Ankle/Foot
1996-10-31,Nets,Kevin Edwards,Relinquished,Knee
1996-10-31,Nuggets,Rich King,Relinquished,Knee
1996-10-31,Pacers,Duane Ferrell,Relinquished,Muscular
1996-10-31,Pacers,Eddie Johnson,Relinquished,Knee
1996-10-31,Pacers,Rik Smits,Relinquished,Ankle/Foot
1996-10-31,Pistons,Don Reid,Relinquished,Knee
1996-10-31,Pistons,Litterial Green,Relinquished,Muscular
1996-10-31,Raptors,Mark Hughes,Relinquished,Arm/Hand
1996-10-31,Rockets,Charles Jones,Relinquished,Back
1996-10-31,Sonics,Greg Graham,Relinquished,Muscular
1996-10-31,Sonics,Steve Scheffler,Relinquished,Ankle/Foot
1996-10-31,Suns,John Williams,Relinquished,Ankle/Foot
1996-10-31,Suns,Mark Bryant,Relinquished,Knee
1996-10-31,Timberwolves,Bill Curley,Relinquished,Knee
1996-10-31,Timberwolves,Micheal Williams,Relinquished,Ankle/Foot
1996-10-31,Timberwolves,Virginius Praskevicius,Relinquished,Ankle/Foot
1996-10-31,Warriors,Anthony Harris,Relinquished,Ankle/Foot
1996-10-31,Warriors,Marcus Mann,Relinquished,Back
1996-11-02,Warriors,Andrew Declercq,Relinquished,Ankle/Foot
1996-11-02,Warriors,Lou Roe,Relinquished,Muscular
1996-11-03,Hawks,Ken Norman,Relinquished,Back
1996-11-07,Nuggets,Laphonso Ellis,Relinquished,Knee
1996-11-08,Bullets,Lorenzo Williams,Relinquished,Knee
1996-11-08,Celtics,Alton Lister,Relinquished,Arm/Hand
1996-11-11,Bulls,Dickey Simpkins,Relinquished,Ankle/Foot
1996-11-12,Magic,Dennis Scott,Relinquished,Muscular
1996-11-12,Mavericks,Erick Strickland,Relinquished,Arm/Hand
1996-11-12,Pistons,Jerome Williams,Relinquished,Arm/Hand
1996-11-12,Rockets,Randy Livingston,Relinquished,Knee
1996-11-13,Hawks,Alan Henderson,Relinquished,Illness
1996-11-13,Warriors,Jon Koncak,Relinquished,Knee
1996-11-14,76ers,Doug Overton,Relinquished,Ankle/Foot
1996-11-14,Hawks,Priest Lauderdale,Relinquished,Knee
1996-11-14,Lakers,Cedric Ceballos,Relinquished,Knee
1996-11-14,Pacers,Haywoode Workman,Relinquished,Knee
1996-11-16,Sonics,Nate Mcmillan,Relinquished,Muscular
1996-11-16,Raptors,Melvin Robinson,Relinquished,Knee
1996-11-17,Bucks,Andrew Lang,Relinquished,Ankle/Foot
1996-11-19,Heat,Kurt Thomas,Relinquished,Ankle/Foot
1996-11-19,Knicks,Chris Jent,Relinquished,Back
1996-11-19,Magic,Anfernee Hardaway,Relinquished,Knee
1996-11-19,Nuggets,Ricky Pierce,Relinquished,Back
1996-11-20,Warriors,Vernell Coles,Relinquished,Arm/Hand
1996-11-22,Bulls,Robert Parish,Relinquished,Back
1996-11-23,Nets,Xavier Mcdaniel,Relinquished,Muscular
1996-11-23,Suns,Wayman Tisdale,Relinquished,Arm/Hand
1996-11-25,Blazers,Reggie Jordan,Relinquished,Arm/Hand
1996-11-25,Magic,Dennis Scott,Relinquished,Muscular
1996-11-26,76ers,Mark Hendrickson,Relinquished,Back
1996-11-26,Rockets,Emanual Davis,Relinquished,Knee
1996-11-26,Suns,Ben Davis,Relinquished,Arm/Hand
1996-11-27,Celtics,Pervis Ellison,Relinquished,Ankle/Foot
1996-11-27,Rockets,Charles Jones,Relinquished,Back
1996-11-29,Clippers,Eric Piatkowski,Relinquished,Illness
1996-11-30,Grizzlies,Theodore Edwards,Relinquished,Knee
1996-12-03,76ers,Don Maclean,Relinquished,Back
1996-12-03,Blazers,Mitchell Butler,Relinquished,Knee
1996-12-04,Bulls,Luc Longley,Relinquished,Arm/Hand
1996-12-05,Nuggets,Sarunas Marciulionis,Relinquished,Knee
1996-12-06,Pistons,Jerome Williams,Relinquished,Arm/Hand
1996-12-06,Suns,Darrin Hancock,Relinquished,Knee
1996-12-07,Hawks,Dikembe Mutombo,Relinquished,Illness
1996-12-08,Mavericks,Fred Roberts,Relinquished,Arm/Hand
1996-12-08,Warriors,Lou Roe,Relinquished,Back
1996-12-09,Grizzlies,Greg Anthony,Relinquished,Ankle/Foot
1996-12-10,Clippers,Stanley Roberts,Relinquished,Back
1996-12-10,Grizzlies,Greg Anthony,Relinquished,Back
1996-12-11,Rockets,Sam Mack,Relinquished,Ankle/Foot
1996-12-11,Sonics,Antonio Harvey,Relinquished,Back
1996-12-13,Blazers,Dontonio Wingfield,Relinquished,Arm/Hand
1996-12-13,Heat,Ed Pinckney,Relinquished,Knee
1996-12-14,Sonics,Nate Mcmillan,Relinquished,Muscular
1996-12-15,Raptors,Marcus Camby,Relinquished,Back
1996-12-18,Magic,Anfernee Hardaway,Relinquished,Knee
1996-12-18,Spurs,Charles Smith,Relinquished,Knee
1996-12-20,Blazers,Aleksandar Djordjevic,Relinquished,Illness
1996-12-20,Hawks,Tyrone Corbin,Relinquished,Ankle/Foot
1996-12-21,Celtics,Dee Brown,Relinquished,Back
1996-12-21,Grizzlies,Chris Robinson,Relinquished,Muscular
1996-12-21,Hawks,Donnie Boyce,Relinquished,Illness
1996-12-21,Heat,Dan Majerle,Relinquished,Back
1996-12-21,Kings,Lionel Simmons,Relinquished,Knee
1996-12-22,Warriors,Donald Royal,Relinquished,Arm/Hand
1996-12-24,Spurs,David Robinson,Relinquished,Ankle/Foot
1996-12-26,Blazers,Rasheed Wallace,Relinquished,Arm/Hand
1996-12-26,Rockets,Charles Jones,Relinquished,Back
1996-12-26,Sonics,Steve Scheffler,Relinquished,Ankle/Foot
1996-12-27,Blazers,Reggie Jordan,Relinquished,Arm/Hand
1996-12-27,Clippers,Kevin Duckworth,Relinquished,Ankle/Foot
1996-12-27,Hornets,Scott Burrell,Relinquished,Knee
1996-12-30,Jazz,Shandon Anderson,Relinquished,Ankle/Foot
1996-12-31,Hawks,Willie Burton,Relinquished,Muscular
1997-01-02,Cavaliers,Mitchell Butler,Relinquished,Back
1997-01-02,Heat,James Scott,Relinquished,Knee
1997-01-02,Hornets,Matt Geiger,Relinquished,Back
1997-01-03,76ers,Mark Hendrickson,Relinquished,Back
1997-01-03,Celtics,Dana Barros,Relinquished,Ankle/Foot
1997-01-03,Nets,Xavier Mcdaniel,Relinquished,Muscular
1997-01-05,Pistons,Rick Mahorn,Relinquished,Ankle/Foot
1997-01-06,Heat,Gary Grant,Relinquished,Back
1997-01-07,Pacers,Fred Hoiberg,Relinquished,Back
1997-01-08,Heat,Dan Majerle,Relinquished,Back
1997-01-08,Mavericks,Samaki Walker,Relinquished,Ankle/Foot
1997-01-08,Warriors,Lou Roe,Relinquished,Ankle/Foot
1997-01-09,Nets,David Benoit,Relinquished,Ankle/Foot
1997-01-10,Lakers,Corie Blount,Relinquished,Arm/Hand
1997-01-10,Sonics,Steve Scheffler,Relinquished,Ankle/Foot
1997-01-12,76ers,Scott Williams,Relinquished,Ankle/Foot
1997-01-12,Cavaliers,Carl Thomas,Relinquished,Muscular
1997-01-12,Hornets,Matt Geiger,Relinquished,Surgery
1997-01-12,Raptors,Earl Cureton,Relinquished,Knee
1997-01-12,Suns,Tony Dumas,Relinquished,Knee
1997-01-13,Warriors,Lou Roe,Relinquished,Ankle/Foot
1997-01-14,Bulls,Ron Harper,Relinquished,Back
1997-01-14,Celtics,Dino Radja,Relinquished,Surgery
1997-01-15,Jazz,Jamie Watson,Relinquished,Knee
1997-01-17,Grizzlies,Greg Anthony,Relinquished,Ankle/Foot
1997-01-17,Pacers,Duane Ferrell,Relinquished,Muscular
1997-01-17,Rockets,Tracy Moore,Relinquished,Back
1997-01-18,76ers,Mark Davis,Relinquished,Ankle/Foot
1997-01-20,Hawks,Ken Norman,Relinquished,Illness
1997-01-22,Magic,Amal Mccaskill,Relinquished,Muscular
1997-01-22,Pistons,Grant Long,Relinquished,Ankle/Foot
1997-01-23,Grizzlies,George Lynch,Relinquished,Muscular
1997-01-23,Warriors,Mark Price,Relinquished,Arm/Hand
1997-01-24,Blazers,Arvydas Sabonis,Relinquished,Muscular
1997-01-24,Pistons,Litterial Green,Relinquished,Muscular
1997-01-26,Heat,Kurt Thomas,Relinquished,Ankle/Foot
1997-01-28,76ers,Mark Hendrickson,Relinquished,Back
1997-01-28,Clippers,Dwayne Schintzius,Relinquished,Back
1997-01-28,Pacers,Vincent Askew,Relinquished,Knee
1997-01-29,Bullets,Lorenzo Williams,Relinquished,Muscular
1997-01-30,Kings,Billy Owens,Relinquished,Ankle/Foot
1997-01-31,Celtics,Frank Brickowski,Relinquished,Arm/Hand
1997-01-31,Suns,Rex Chapman,Relinquished,Arm/Hand
1997-02-03,Bulls,Toni Kukoc,Relinquished,Ankle/Foot
1997-02-04,76ers,Mark Bradtke,Relinquished,Back
1997-02-06,Rockets,Clyde Drexler,Relinquished,Muscular
1997-02-10,Celtics,Dana Barros,Relinquished,Ankle/Foot
1997-02-10,Grizzlies,Chris Robinson,Relinquished,Back
1997-02-11,Bulls,Randy Brown,Relinquished,Ankle/Foot
1997-02-11,Kings,Kevin Salvadori,Relinquished,Knee
1997-02-11,Nets,Robert Pack,Relinquished,Ankle/Foot
1997-02-11,Pistons,Reggie Jordan,Relinquished,Arm/Hand
1997-02-11,Rockets,Charles Jones,Relinquished,Ankle/Foot
1997-02-12,Clippers,Stanley Roberts,Relinquished,Back
1997-02-12,Pacers,Derrick Mckey,Relinquished,Ankle/Foot
1997-02-12,Warriors,Lou Roe,Relinquished,Muscular
1997-02-13,Hornets,Anthony Goldwire,Relinquished,Muscular
1997-02-13,Lakers,Shaquille O'Neal,Relinquished,Knee
1997-02-13,Raptors,John Long,Relinquished,Back
1997-02-14,Hawks,Ken Norman,Relinquished,Illness
1997-02-15,Hawks,Tyrone Corbin,Relinquished,Back
1997-02-16,Mavericks,Kurt Thomas,Relinquished,Ankle/Foot
1997-02-17,Nets,Reggie Williams,Relinquished,Muscular
1997-02-18,Clippers,Kevin Duckworth,Relinquished,Ankle/Foot
1997-02-18,Lakers,Robert Horry,Relinquished,Knee
1997-02-18,Pistons,Randolph Childress,Relinquished,Muscular
1997-02-19,Bullets,Tim Legler,Relinquished,Knee
1997-02-20,Pacers,Darvin Ham,Relinquished,Knee
1997-02-21,Bucks,Andrew Lang,Relinquished,Ankle/Foot
1997-02-21,Kings,Duane Causwell,Relinquished,Back
1997-02-21,Mavericks,Predrag Danilovic,Relinquished,Ankle/Foot
1997-02-22,Jazz,Adam Keefe,Relinquished,Muscular
1997-02-22,Warriors,B.J. Armstrong,Relinquished,Knee
1997-02-23,Blazers,Mitchell Butler,Relinquished,Knee
